the_geom,points_id,location_name,input_address,match_address,latitude,longitude,major_basin_name,minor_basin_name,aquifer_name,pfaf_id,gid_1,gid_0,name_0,name_1,month,bws_raw,bws_score,bws_cat,bws_label,bwd_raw,bwd_score,bwd_cat,bwd_label,iav_raw,iav_score,iav_cat,iav_label
0101000020E6100000E25817B7D1206040545227A089984140,1,Busan Buk,_,-,35.1917,129.0256,North and South Korea,Kumho-gang,,424102,KOR.1_1,KOR,South Korea,Busan,2,0.235981186654972,2.238671846869,2,Medium - High (20-40%),0.0575856752008538,1.03792837600427,1,Low - Medium (5-25%),0.195145212074108,0.780580848296432,0,Low (<0.25)
0101000020E6100000E25817B7D1206040545227A089984140,1,Busan Buk,_,-,35.1917,129.0256,North and South Korea,Kumho-gang,,424102,KOR.1_1,KOR,South Korea,Busan,1,0.216211207785942,2.11244131029783,2,Medium - High (20-40%),0.0525729732042044,1.01286486602102,1,Low - Medium (5-25%),0.198808106916411,0.795232427665645,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,12,0.136218428530558,1.44592189388706,1,Low - Medium (10-20%),0.040039042643338,0.800780852866761,0,Low (<5%),0.131660739469996,0.526642957879983,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,11,0.11919452826099,1.25331800902219,1,Low - Medium (10-20%),0.035339341693854,0.70678683387708,0,Low (<5%),0.151581518298928,0.606326073195714,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,10,0.107362400211232,1.10248883013559,1,Low - Medium (10-20%),0.0317858661448213,0.635717322896426,0,Low (<5%),0.149813459038424,0.599253836153697,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,9,0.201458598971953,2.01048338617368,2,Medium - High (20-40%),0.0470910694403092,0.941821388806184,0,Low (<5%),0.256272436582173,1.02508974632869,1,Low - Medium (0.25-0.50)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,8,0.225717394163805,2.17451759933137,2,Medium - High (20-40%),0.0648755150169015,1.07437757508451,1,Low - Medium (5-25%),0.217835204140006,0.871340816560024,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,7,0.210907198541379,2.07660833706008,2,Medium - High (20-40%),0.0609098267830363,1.05454913391518,1,Low - Medium (5-25%),0.263542838149531,1.05417135259813,1,Low - Medium (0.25-0.50)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,6,0.437070690918349,3.12786663713877,3,High (40-80%),0.168749573455287,1.59374786727644,1,Low - Medium (5-25%),0.223368063319862,0.893472253279446,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,5,0.325571525355834,2.70297452631078,2,Medium - High (20-40%),0.112248582180169,1.31124291090085,1,Low - Medium (5-25%),0.157041350429366,0.628165401717466,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,4,0.139064143949947,1.47575048591951,1,Low - Medium (10-20%),0.0413493957261126,0.826987914522252,0,Low (<5%),0.157043529748988,0.628174118995952,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,3,0.146809261501175,1.55394298385108,1,Low - Medium (10-20%),0.0433688112655329,0.867376225310659,0,Low (<5%),0.126585997012869,0.506343988051477,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,2,0.17112107111539,1.77501741805052,1,Low - Medium (10-20%),0.0502479949300898,1.00123997465045,1,Low - Medium (5-25%),0.138958096519392,0.555832386077568,0,Low (<0.25)
0101000020E6100000454772F90F2160400B24287E8C914140,2,Busan Busanjin,_,-,35.1371,129.0332,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,1,0.15074636059319,1.59212317215828,1,Low - Medium (10-20%),0.0443380690045951,0.886761380091903,0,Low (<5%),0.117843251741702,0.471373006966807,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,12,0.136218428530558,1.44592189388706,1,Low - Medium (10-20%),0.040039042643338,0.800780852866761,0,Low (<5%),0.131660739469996,0.526642957879983,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,11,0.11919452826099,1.25331800902219,1,Low - Medium (10-20%),0.035339341693854,0.70678683387708,0,Low (<5%),0.151581518298928,0.606326073195714,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,10,0.107362400211232,1.10248883013559,1,Low - Medium (10-20%),0.0317858661448213,0.635717322896426,0,Low (<5%),0.149813459038424,0.599253836153697,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,9,0.201458598971953,2.01048338617368,2,Medium - High (20-40%),0.0470910694403092,0.941821388806184,0,Low (<5%),0.256272436582173,1.02508974632869,1,Low - Medium (0.25-0.50)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,8,0.225717394163805,2.17451759933137,2,Medium - High (20-40%),0.0648755150169015,1.07437757508451,1,Low - Medium (5-25%),0.217835204140006,0.871340816560024,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,7,0.210907198541379,2.07660833706008,2,Medium - High (20-40%),0.0609098267830363,1.05454913391518,1,Low - Medium (5-25%),0.263542838149531,1.05417135259813,1,Low - Medium (0.25-0.50)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,6,0.437070690918349,3.12786663713877,3,High (40-80%),0.168749573455287,1.59374786727644,1,Low - Medium (5-25%),0.223368063319862,0.893472253279446,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,5,0.325571525355834,2.70297452631078,2,Medium - High (20-40%),0.112248582180169,1.31124291090085,1,Low - Medium (5-25%),0.157041350429366,0.628165401717466,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,4,0.139064143949947,1.47575048591951,1,Low - Medium (10-20%),0.0413493957261126,0.826987914522252,0,Low (<5%),0.157043529748988,0.628174118995952,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,3,0.146809261501175,1.55394298385108,1,Low - Medium (10-20%),0.0433688112655329,0.867376225310659,0,Low (<5%),0.126585997012869,0.506343988051477,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,2,0.17112107111539,1.77501741805052,1,Low - Medium (10-20%),0.0502479949300898,1.00123997465045,1,Low - Medium (5-25%),0.138958096519392,0.555832386077568,0,Low (<0.25)
0101000020E6100000BA490C022B216040F5DBD781738E4140,3,Busan Dong,_,-,35.1129,129.0365,North and South Korea,Kumho-gang,,424101,KOR.1_1,KOR,South Korea,Busan,1,0.15074636059319,1.59212317215828,1,Low - Medium (10-20%),0.0443380690045951,0.886761380091903,0,Low (<5%),0.117843251741702,0.471373006966807,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,12,0.136218428530558,1.44592189388706,1,Low - Medium (10-20%),0.040039042643338,0.800780852866761,0,Low (<5%),0.131660739469996,0.526642957879983,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,11,0.11919452826099,1.25331800902219,1,Low - Medium (10-20%),0.035339341693854,0.70678683387708,0,Low (<5%),0.151581518298928,0.606326073195714,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,10,0.107362400211232,1.10248883013559,1,Low - Medium (10-20%),0.0317858661448213,0.635717322896426,0,Low (<5%),0.149813459038424,0.599253836153697,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,9,0.201458598971953,2.01048338617368,2,Medium - High (20-40%),0.0470910694403092,0.941821388806184,0,Low (<5%),0.256272436582173,1.02508974632869,1,Low - Medium (0.25-0.50)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,8,0.225717394163805,2.17451759933137,2,Medium - High (20-40%),0.0648755150169015,1.07437757508451,1,Low - Medium (5-25%),0.217835204140006,0.871340816560024,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,7,0.210907198541379,2.07660833706008,2,Medium - High (20-40%),0.0609098267830363,1.05454913391518,1,Low - Medium (5-25%),0.263542838149531,1.05417135259813,1,Low - Medium (0.25-0.50)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,6,0.437070690918349,3.12786663713877,3,High (40-80%),0.168749573455287,1.59374786727644,1,Low - Medium (5-25%),0.223368063319862,0.893472253279446,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,5,0.325571525355834,2.70297452631078,2,Medium - High (20-40%),0.112248582180169,1.31124291090085,1,Low - Medium (5-25%),0.157041350429366,0.628165401717466,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,4,0.139064143949947,1.47575048591951,1,Low - Medium (10-20%),0.0413493957261126,0.826987914522252,0,Low (<5%),0.157043529748988,0.628174118995952,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,3,0.146809261501175,1.55394298385108,1,Low - Medium (10-20%),0.0433688112655329,0.867376225310659,0,Low (<5%),0.126585997012869,0.506343988051477,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,2,0.17112107111539,1.77501741805052,1,Low - Medium (10-20%),0.0502479949300898,1.00123997465045,1,Low - Medium (5-25%),0.138958096519392,0.555832386077568,0,Low (<0.25)
0101000020E6100000C1CAA145B6236040E09C11A5BD994140,4,Busan Dongnae,_,-,35.2011,129.116,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,1,0.15074636059319,1.59212317215828,1,Low - Medium (10-20%),0.0443380690045951,0.886761380091903,0,Low (<5%),0.117843251741702,0.471373006966807,0,Low (<0.25)
0101000020E61000000612143FC61860408BFD65F7E4814140,5,Busan Gangseo,_,-,35.0148,128.7742,North and South Korea,South Korea Coast 4,,,KOR.10_1,KOR,South Korea,Gyeongsangnam-do,,,,,,,,,,,,,
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,12,0.136218428530558,1.44592189388706,1,Low - Medium (10-20%),0.040039042643338,0.800780852866761,0,Low (<5%),0.131660739469996,0.526642957879983,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,11,0.11919452826099,1.25331800902219,1,Low - Medium (10-20%),0.035339341693854,0.70678683387708,0,Low (<5%),0.151581518298928,0.606326073195714,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,10,0.107362400211232,1.10248883013559,1,Low - Medium (10-20%),0.0317858661448213,0.635717322896426,0,Low (<5%),0.149813459038424,0.599253836153697,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,9,0.201458598971953,2.01048338617368,2,Medium - High (20-40%),0.0470910694403092,0.941821388806184,0,Low (<5%),0.256272436582173,1.02508974632869,1,Low - Medium (0.25-0.50)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,8,0.225717394163805,2.17451759933137,2,Medium - High (20-40%),0.0648755150169015,1.07437757508451,1,Low - Medium (5-25%),0.217835204140006,0.871340816560024,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,7,0.210907198541379,2.07660833706008,2,Medium - High (20-40%),0.0609098267830363,1.05454913391518,1,Low - Medium (5-25%),0.263542838149531,1.05417135259813,1,Low - Medium (0.25-0.50)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,6,0.437070690918349,3.12786663713877,3,High (40-80%),0.168749573455287,1.59374786727644,1,Low - Medium (5-25%),0.223368063319862,0.893472253279446,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,5,0.325571525355834,2.70297452631078,2,Medium - High (20-40%),0.112248582180169,1.31124291090085,1,Low - Medium (5-25%),0.157041350429366,0.628165401717466,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,4,0.139064143949947,1.47575048591951,1,Low - Medium (10-20%),0.0413493957261126,0.826987914522252,0,Low (<5%),0.157043529748988,0.628174118995952,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,3,0.146809261501175,1.55394298385108,1,Low - Medium (10-20%),0.0433688112655329,0.867376225310659,0,Low (<5%),0.126585997012869,0.506343988051477,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,2,0.17112107111539,1.77501741805052,1,Low - Medium (10-20%),0.0502479949300898,1.00123997465045,1,Low - Medium (5-25%),0.138958096519392,0.555832386077568,0,Low (<0.25)
0101000020E610000082734694F6226040F90FE9B7AF9B4140,6,Busan Geumjeong,_,-,35.2163,129.0926,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,1,0.15074636059319,1.59212317215828,1,Low - Medium (10-20%),0.0443380690045951,0.886761380091903,0,Low (<5%),0.117843251741702,0.471373006966807,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,12,0.136218428530558,1.44592189388706,1,Low - Medium (10-20%),0.040039042643338,0.800780852866761,0,Low (<5%),0.131660739469996,0.526642957879983,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,11,0.11919452826099,1.25331800902219,1,Low - Medium (10-20%),0.035339341693854,0.70678683387708,0,Low (<5%),0.151581518298928,0.606326073195714,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,10,0.107362400211232,1.10248883013559,1,Low - Medium (10-20%),0.0317858661448213,0.635717322896426,0,Low (<5%),0.149813459038424,0.599253836153697,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,9,0.201458598971953,2.01048338617368,2,Medium - High (20-40%),0.0470910694403092,0.941821388806184,0,Low (<5%),0.256272436582173,1.02508974632869,1,Low - Medium (0.25-0.50)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,8,0.225717394163805,2.17451759933137,2,Medium - High (20-40%),0.0648755150169015,1.07437757508451,1,Low - Medium (5-25%),0.217835204140006,0.871340816560024,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,7,0.210907198541379,2.07660833706008,2,Medium - High (20-40%),0.0609098267830363,1.05454913391518,1,Low - Medium (5-25%),0.263542838149531,1.05417135259813,1,Low - Medium (0.25-0.50)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,6,0.437070690918349,3.12786663713877,3,High (40-80%),0.168749573455287,1.59374786727644,1,Low - Medium (5-25%),0.223368063319862,0.893472253279446,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,5,0.325571525355834,2.70297452631078,2,Medium - High (20-40%),0.112248582180169,1.31124291090085,1,Low - Medium (5-25%),0.157041350429366,0.628165401717466,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,4,0.139064143949947,1.47575048591951,1,Low - Medium (10-20%),0.0413493957261126,0.826987914522252,0,Low (<5%),0.157043529748988,0.628174118995952,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,3,0.146809261501175,1.55394298385108,1,Low - Medium (10-20%),0.0433688112655329,0.867376225310659,0,Low (<5%),0.126585997012869,0.506343988051477,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,2,0.17112107111539,1.77501741805052,1,Low - Medium (10-20%),0.0502479949300898,1.00123997465045,1,Low - Medium (5-25%),0.138958096519392,0.555832386077568,0,Low (<0.25)
0101000020E610000020D26F5F07286040107A36AB3E9F4140,7,Busan Gijang,_,-,35.2441,129.2509,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,1,0.15074636059319,1.59212317215828,1,Low - Medium (10-20%),0.0443380690045951,0.886761380091903,0,Low (<5%),0.117843251741702,0.471373006966807,0,Low (<0.25)
0101000020E6100000A2B437F8C2246040DC4603780B944140,8,Busan Haeundae,_,-,35.1566,129.1488,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,12,0.136218428530558,1.44592189388706,1,Low - Medium (10-20%),0.040039042643338,0.800780852866761,0,Low (<5%),0.131660739469996,0.526642957879983,0,Low (<0.25)
0101000020E6100000A2B437F8C2246040DC4603780B944140,8,Busan Haeundae,_,-,35.1566,129.1488,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,11,0.11919452826099,1.25331800902219,1,Low - Medium (10-20%),0.035339341693854,0.70678683387708,0,Low (<5%),0.151581518298928,0.606326073195714,0,Low (<0.25)
0101000020E6100000A2B437F8C2246040DC4603780B944140,8,Busan Haeundae,_,-,35.1566,129.1488,North and South Korea,South Korea Coast 5,,424101,KOR.1_1,KOR,South Korea,Busan,10,0.107362400211232,1.10248883013559,1,Low - Medium (10-20%),0.0317858661448213,0.635717322896426,0,Low (<5%),0.149813459038424,0.599253836153697,0,Low (<0.25)
